Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Competitor,Livinparis,Listing_id
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms",€ 994 total,https://www.airbnb.com/rooms/1106987076546642019?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272740_fV8IhKLi767S%2F2mS&previous_page_section_name=1000&federated_search_id=37bae42b-be1b-4de1-b517-fe1f64227526,2,4.8 (5),N/A,No,No,1106987076546642019
Apartment in Opéra,N/A,Lemoine/Reaumur 2: Cosy Apartment 6P-2BR,"€ 1,250 total",https://www.airbnb.com/rooms/1003535627716903089?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272740_kWVawJLVZ6j6WDm%2B&previous_page_section_name=1000&federated_search_id=37bae42b-be1b-4de1-b517-fe1f64227526,2,New,N/A,No,No,1003535627716903089
Condo in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 861 total,https://www.airbnb.com/rooms/1095053352007463260?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272740_LUastahgYj0rmKIt&previous_page_section_name=1000&federated_search_id=37bae42b-be1b-4de1-b517-fe1f64227526,2,5.0 (4),N/A,No,No,1095053352007463260
Apartment in Opéra,N/A,"Dreamy Paris Maison: chic, louvre, pompidou","€ 1,909 total",https://www.airbnb.com/rooms/1078966908853262194?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272740_C4NDbPe2mCtn1cmX&previous_page_section_name=1000&federated_search_id=37bae42b-be1b-4de1-b517-fe1f64227526,2,4.74 (267),N/A,No,No,1078966908853262194
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 870 total,https://www.airbnb.com/rooms/1110935?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272740_yw2wraIN2sHjE0IX&previous_page_section_name=1000&federated_search_id=37bae42b-be1b-4de1-b517-fe1f64227526,2,N/A,N/A,No,No,1110935
Apartment in Opéra,N/A,Luxury home in Paris - Center,"€ 1,439 total",https://www.airbnb.com/rooms/888262574509626431?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_lzgS0d0HQzdO12OZ&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.81 (21),Guest favorite,Yes,No,888262574509626431
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,011 total",https://www.airbnb.com/rooms/23504416?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_Kfd9ti%2Bh5n15Ql7g&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.65 (387),Superhost,No,No,23504416
Apartment in Opéra,N/A,Family apt ideal for 5 - Nord Marais,€ 891 total,https://www.airbnb.com/rooms/1054786726288376317?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_RQP9QZ6X9mCMDlqC&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,5.0 (16),Guest favorite,No,No,1054786726288376317
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,456 total",https://www.airbnb.com/rooms/922890445850033279?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_oIgRAhfEkE8IlYIG&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.67 (45),Superhost,No,No,922890445850033279
Apartment in Temple,N/A,Sleepoo - Fabulous,"€ 1,850 total",https://www.airbnb.com/rooms/902791752502933479?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_I3r7DTrYe94%2BUnxL&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.53 (115),Superhost,Yes,No,902791752502933479
Apartment in Opéra,N/A,"2 beds
2 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,014 total",https://www.airbnb.com/rooms/1010936552652630839?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_DKtyini7OnoLy%2Bxu&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.41 (22),N/A,No,No,1010936552652630839
Apartment in Opéra,N/A,Elegant apartment on rue de Trévise,€ 882 total,https://www.airbnb.com/rooms/613522230361672646?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_cOb66v2gzzOR1muj&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.76 (17),N/A,No,No,613522230361672646
Apartment in Les Halles,N/A,"7 beds
7 beds
5 bedrooms
,
 · 5 bedrooms","€ 1,292 total",https://www.airbnb.com/rooms/817264289707401874?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_7sEhyWKgA5ytV%2Fkf&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.87 (117),N/A,No,No,817264289707401874
Apartment in Temple,N/A,Stunning apartment - 3BR/8P - Reaumur,"€ 2,710 total",https://www.airbnb.com/rooms/900860219983207401?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_sfy%2FF7evK8%2BPzY5h&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.67 (258),N/A,Yes,No,900860219983207401
Apartment in Palais-Royal,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,044 total",https://www.airbnb.com/rooms/573242429250599167?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_EFtS9bqNhZWVGmbW&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.82 (176),N/A,Yes,No,573242429250599167
Loft in Paris,N/A,3 room/2 bedroom. 1 bathroom,"€ 1,183 total",https://www.airbnb.com/rooms/6115195?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_tG6Zfam%2F%2FReO0Bow&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.5 (58),N/A,No,No,6115195
Apartment in Latin Quarter,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,511 total",https://www.airbnb.com/rooms/43684860?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_7AsU79eRjmdurg13&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,5.0 (4),N/A,No,No,43684860
Apartment in Les Halles,N/A,Apartment 2 bedrooms in Paris 8th,"€ 1,414 total",https://www.airbnb.com/rooms/719382357400893205?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_9NKfDVuF3zZSp%2Ba7&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,New,N/A,No,No,719382357400893205
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,543 total",https://www.airbnb.com/rooms/1092062148035570485?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_zckTFDH8bilRULAo&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,New,N/A,No,No,1092062148035570485
Apartment in Paris,N/A,"Elegant,Cosy,Le Louvre","€ 1,891 total",https://www.airbnb.com/rooms/1078307026615081014?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_8Audou5Lrgqf17DM&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.0 (4),N/A,No,No,1078307026615081014
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,465 total",https://www.airbnb.com/rooms/1100016870216111462?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_AiYgM6Bpi3Cwt69m&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,4.71 (28),N/A,No,No,1100016870216111462
Apartment in Palais-Royal,N/A,"Opera Hypercenter, Spa & 3 Bedrooms 6 people","€ 1,537 total",https://www.airbnb.com/rooms/1069503223037267899?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_Mnv6NiheSEsnKadp&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,N/A,N/A,No,No,1069503223037267899
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,213 total",https://www.airbnb.com/rooms/844226743450301279?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272748_dXchhI7OUL2gu%2BY3&previous_page_section_name=1000&federated_search_id=a490233e-78f9-4479-9201-f1e5bf633d34,2,N/A,N/A,No,No,844226743450301279
Apartment in Paris,N/A,Industrial-style apartment in the heart of trail-II,"€ 1,769 total",https://www.airbnb.com/rooms/978866370139112379?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_Dc107Iw6B3AeIk2t&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,5.0 (6),Guest favorite,Yes,No,978866370139112379
Apartment in Buttes-Montmartre,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 884 total,https://www.airbnb.com/rooms/1092620906820704181?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_UvDcqv53BwBxKO%2Be&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,Guest favorite,No,No,1092620906820704181
Apartment in Opéra,N/A,Le Maquis de Montmartre,€ 766 total,https://www.airbnb.com/rooms/652698624256183063?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_K8SvIYbJWH7%2FL5by&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.56 (9),Guest favorite,No,No,652698624256183063
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 587 total,https://www.airbnb.com/rooms/1063817300827920225?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_ye2Zxpdfoy9bvRA0&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,Superhost,No,No,1063817300827920225
Apartment in Buttes-Montmartre,N/A,Great 3 rooms between Montmartre and the Galeries,€ 879 total,https://www.airbnb.com/rooms/1117132130131866635?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_Jz29c3dw6Gc4qL6x&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,Guest favorite,No,No,1117132130131866635
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 426 total,https://www.airbnb.com/rooms/1070899291756422635?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_3bg8grKdDpI6X4PB&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,Guest favorite,No,No,1070899291756422635
Apartment in Saint Ambroise,N/A,Apartment Montmartre - Sacré Cœur,€ 625 total,https://www.airbnb.com/rooms/1117866760153482790?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_8SUoga7yQP7qZGwO&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,N/A,No,No,1117866760153482790
Apartment in Saint Ambroise,N/A,"2 bedrooms
2 bedrooms","€ 1,652 total",https://www.airbnb.com/rooms/1105972247634394499?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_dZ7pK2z3Dm4QPtI4&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.74 (108),N/A,No,No,1105972247634394499
Apartment in Temple,N/A,Appartement au coeur de Pigalle,"€ 1,366 total",https://www.airbnb.com/rooms/642527354202588798?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_BNN0nPwMA2ZaqtBa&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.45 (161),N/A,No,No,642527354202588798
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 797 total,https://www.airbnb.com/rooms/53693971?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_PD8lmc3IwbKBOWW1&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,N/A,No,No,53693971
Apartment in Champs-Élysées,N/A,“Elegance in the heart of Paris”,"€ 2,586 total",https://www.airbnb.com/rooms/1095453543459679774?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_L7guZ%2BnPqUba%2BTDA&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,N/A,No,No,1095453543459679774
Apartment in Les Halles,N/A,"2 beds
2 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,069 total",https://www.airbnb.com/rooms/1114197654647739635?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_%2BIKuXAx7HvwjLjTL&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.92 (335),N/A,No,No,1114197654647739635
Apartment in Bonne-Nouvelle,N/A,Magnifique appartement pour une grande famille,"€ 1,608 total",https://www.airbnb.com/rooms/19154824?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_UuIbzfajA6%2Fpk0s5&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.96 (23),N/A,No,No,19154824
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,112 total",https://www.airbnb.com/rooms/944807828774768563?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_3Q8aSB1qjq1Ymoep&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,New,N/A,No,No,944807828774768563
Apartment in Champs-Élysées,N/A,Luxury apartment - Marais / République,"€ 2,586 total",https://www.airbnb.com/rooms/1102100944767143215?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_gNqAbH3XO0wH0GS0&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,4.88 (24),N/A,No,No,1102100944767143215
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,049 total",https://www.airbnb.com/rooms/923662525508183316?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_btcv6xo%2Ff7AcoDml&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,5.0 (6),N/A,No,No,923662525508183316
Apartment in Opéra,N/A,Superbe Parisian Flat w/terrace in center of Paris,"€ 2,592 total",https://www.airbnb.com/rooms/1080943945230018972?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_%2BS2j6l7USIzFXf%2FS&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,5.0 (7),N/A,No,No,1080943945230018972
Apartment in Folie-Méricourt,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,216 total",https://www.airbnb.com/rooms/945432558118342526?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272757_o%2BdASB0zSO2BdVrU&previous_page_section_name=1000&federated_search_id=48bff115-a8b7-42d7-89e6-3ed73661033c,2,N/A,N/A,No,No,945432558118342526
Apartment in Place Vendôme,N/A,Lovely Home few Steps from The Louvre & Tuileries,"€ 1,547 total",https://www.airbnb.com/rooms/1118074458087269024?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_VjsIwbTYbeP9Zozm&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,New,Superhost,No,No,1118074458087269024
Apartment in Les Halles,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,150 total",https://www.airbnb.com/rooms/5831982?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_DcGV7zmGiWx8Vpzb&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.58 (517),Superhost,No,No,5831982
Condo in Temple,N/A,Louvre's Apartment. Paris center.,"€ 1,516 total",https://www.airbnb.com/rooms/664272277980666480?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_n0ra1W8iEexjpooE&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.83 (77),Superhost,Yes,No,664272277980666480
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,238 total",https://www.airbnb.com/rooms/1049293506353759558?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_EkGxeSZVZ7ux8%2B6r&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.33 (3),N/A,No,No,1049293506353759558
Apartment in Buttes-Montmartre,N/A,"Place des Vosges, countryside in Paris (air conditioning)","€ 1,479 total",https://www.airbnb.com/rooms/936852375386869492?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_CN9Sgv16ckw%2B6kT5&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,5.0 (5),N/A,No,No,936852375386869492
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,299 total",https://www.airbnb.com/rooms/654896989185862607?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_OTPymp9W0jSJaw3r&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.19 (36),N/A,No,No,654896989185862607
Apartment in Opéra,N/A,Le Marais style APT with 3 bdrs 3 mns République,"€ 2,075 total",https://www.airbnb.com/rooms/994759868428163073?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_5evRmcGNFJeXt20S&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.5 (10),N/A,No,No,994759868428163073
Apartment in Bonne-Nouvelle,N/A,"6 beds
6 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,409 total",https://www.airbnb.com/rooms/1014349750273680883?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_zc0NvdomEneF0EM%2B&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.5 (10),N/A,No,No,1014349750273680883
Apartment in Buttes-Montmartre,N/A,Apartment with private garden in Montmartre,€ 863 total,https://www.airbnb.com/rooms/717072535937763500?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_Q%2B5cfVDF1EFjGyXi&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.76 (46),N/A,No,No,717072535937763500
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,688 total",https://www.airbnb.com/rooms/549287821179651267?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_TB1f5NIbcY4xMfbd&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.39 (18),N/A,No,No,549287821179651267
Apartment in Paris,N/A,Parisian Home|202095|2 bedrooms|Montorgueil,"€ 1,104 total",https://www.airbnb.com/rooms/1104945813669704433?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_VxyQiyH6HA%2BHZfhT&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,New,N/A,No,No,1104945813669704433
Apartment in Opéra,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,136 total",https://www.airbnb.com/rooms/927442714134522409?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_uwCRY5moKjYwsSjd&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.66 (41),N/A,No,No,927442714134522409
Apartment in Opéra,N/A,Lovely duplex in the heart of Paris,€ 949 total,https://www.airbnb.com/rooms/567943816858262632?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_QTg27nGTDl7PMt0Q&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.49 (139),N/A,No,No,567943816858262632
Apartment in Opéra,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,423 total",https://www.airbnb.com/rooms/665116135095313533?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_TWBJ21BdWWDorr8D&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.8 (30),N/A,No,No,665116135095313533
Apartment in Paris,N/A,Wonderful luxury flat center of Paris,"€ 1,478 total",https://www.airbnb.com/rooms/1079761889957523434?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_D429DZTUtctn9pd0&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,5.0 (3),N/A,No,No,1079761889957523434
Apartment in Hôpital Saint-Louis,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,205 total",https://www.airbnb.com/rooms/863015643626189028?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_C1NTihZDkIj7UGYw&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,5.0 (5),N/A,No,No,863015643626189028
Apartment in Buttes-Montmartre,N/A,Splendid apartment for 6 near Montmartre,€ 748 total,https://www.airbnb.com/rooms/1005628552204408059?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_5EpQ2hUJIiKra3dd&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.55 (11),N/A,No,No,1005628552204408059
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,080 total",https://www.airbnb.com/rooms/780133981998999176?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272766_MkHToJ8WukfpzWIW&previous_page_section_name=1000&federated_search_id=a5e33d44-8d4e-461e-8ebd-2ca9b4edca8a,2,4.79 (29),N/A,No,No,780133981998999176
Condo in Saint Ambroise,N/A,AMAZING FLAT 6P/2BTHS /SAUNA - BASTILLE -MARAIS,"€ 1,089 total",https://www.airbnb.com/rooms/41474919?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_wv02Z7wzf2wfkcxP&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,4.65 (209),Guest favorite,No,No,41474919
Apartment in Temple,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,182 total",https://www.airbnb.com/rooms/798408023316123749?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_kaN5IMHaERUW2u8P&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,4.21 (34),Guest favorite,No,No,798408023316123749
Apartment in Batignolles,N/A,Bonne Nouvelle/Montorgueil: Charming Apartment,€ 777 total,https://www.airbnb.com/rooms/53537646?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_kJPdtTU6vtSjRF31&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,4.26 (70),N/A,No,No,53537646
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,641 total",https://www.airbnb.com/rooms/51440346?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_gCHNJ%2FKMPscOsFck&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,4.38 (101),N/A,No,No,51440346
Apartment in Opéra,N/A,Superb flat with view on the roofs of Paris,"€ 1,124 total",https://www.airbnb.com/rooms/1106961842823046643?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_yIZYk3mFe7aIi%2B5O&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,New,N/A,No,No,1106961842823046643
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,098 total",https://www.airbnb.com/rooms/1105689776115559270?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_1ZhGDu7MdozZdJB3&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,New,N/A,No,No,1105689776115559270
Apartment in Hôpital Saint-Louis,N/A,196 Suite Dan - Superb apartment in Paris,"€ 1,686 total",https://www.airbnb.com/rooms/938186337314228145?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_Y6fu5xDVavVwrKH5&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,5.0 (9),N/A,No,No,938186337314228145
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,900 total",https://www.airbnb.com/rooms/996291792568645846?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_HCPEJAp7vCTbVa7l&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,4.71 (14),N/A,No,No,996291792568645846
Apartment in Opéra,N/A,Romantic stay with hot tub in Pigalle -P6,"€ 1,606 total",https://www.airbnb.com/rooms/1116435574042169253?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_vPiM2YFK8bR%2F6j%2Bm&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,New,N/A,No,No,1116435574042169253
Apartment in Latin Quarter,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 877 total,https://www.airbnb.com/rooms/992872242685388652?adults=6&check_in=2024-07-05&check_out=2024-07-07&source_impression_id=p3_1711272774_fcGKMNiYt13eSuu8&previous_page_section_name=1000&federated_search_id=17085c1b-743f-4bda-a0f6-51ce4875992b,2,New,N/A,No,No,992872242685388652
