Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Competitor,Livinparis,Listing_id
Apartment in Bonne-Nouvelle,N/A,"Jungle Juice, 3br/2ba, 6 people","€ 2,376 total",https://www.airbnb.com/rooms/977210101392228896?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_6TXvsg1VAAaAq%2FGW&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.44 (9),Guest favorite,No,No,977210101392228896
Apartment in Opéra,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,550 total",https://www.airbnb.com/rooms/804792412857559859?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_RI7wIBTYQCIzAVmw&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.44 (16),Superhost,No,No,804792412857559859
Apartment in Paris,N/A,A Somptuous 3BR/3BA in Montmartre / Sacré Coeur,€ 964 total,https://www.airbnb.com/rooms/45859028?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268577_VWQ1r3oTt5acjTeH&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.77 (70),N/A,Yes,No,45859028
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,253 total",https://www.airbnb.com/rooms/773052174164998718?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-04&source_impression_id=p3_1711268577_dX6cG8dMWK3%2BRbcZ&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.98 (53),N/A,Yes,No,773052174164998718
Apartment in Les Halles,N/A,AC triplex in Le Marais for 8 people,"€ 1,131 total",https://www.airbnb.com/rooms/1092890973653768360?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268577_DjmLdMFnBQae4vsG&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,5.0 (4),N/A,No,No,1092890973653768360
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,540 total",https://www.airbnb.com/rooms/943449647725219084?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-04&source_impression_id=p3_1711268577_adxtUcRHr2frKFof&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,5.0 (6),N/A,No,No,943449647725219084
Apartment in L'Europe,N/A,A Sublime 2-BR/ 2-BA in Louvre - Montorgueil,"€ 1,583 total",https://www.airbnb.com/rooms/699820779606628048?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268577_SA%2FywqzT7IwIMcA3&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.68 (50),N/A,No,No,699820779606628048
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,899 total",https://www.airbnb.com/rooms/980368078761721941?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268577_0HvDKu%2BYE3sci3WJ&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,5.0 (21),N/A,No,No,980368078761721941
Apartment in Opéra,N/A,Splendid apartment 3BDR/8PAX in the city center,"€ 3,563 total",https://www.airbnb.com/rooms/637036426192916423?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_GlxxEaIg6By293xd&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.53 (34),N/A,No,No,637036426192916423
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 5,581 total",https://www.airbnb.com/rooms/51357048?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_Z4RsH%2BAQp12rfPcg&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.98 (57),N/A,No,No,51357048
Apartment in Madeleine,N/A,Urban Flat 108 - Charming Parisian Flat in Paris,"€ 3,169 total",https://www.airbnb.com/rooms/1107751581783607756?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_1PWWOTfOEcia4Uk0&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,New,N/A,No,No,1107751581783607756
Apartment in Opéra,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,621 total",https://www.airbnb.com/rooms/792607630544924055?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_5SizL5BZrEA4QdSj&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.95 (37),N/A,Yes,No,792607630544924055
Apartment in Les Halles,N/A,107 - Urban Luxury Opera Rock,"€ 3,655 total",https://www.airbnb.com/rooms/46088511?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_BpGgfE0elGHZ8Sgb&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,4.7 (105),N/A,No,No,46088511
Apartment in Temple,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,959 total",https://www.airbnb.com/rooms/1097620132932768224?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268577_qNWLOI91Y4yMka6G&previous_page_section_name=1000&federated_search_id=4f203d16-e0fa-4345-b43d-d5821fffbfbf,2,New,N/A,No,No,1097620132932768224
Apartment in Bonne-Nouvelle,N/A,Urban Flat 94 - Sublime 4bdr Flat Coco Chanel,"€ 2,476 total",https://www.airbnb.com/rooms/1110599104528739524?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_wgzXBXubHDNIlGY%2B&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,New,Luxe,No,No,1110599104528739524
Apartment in Paris,N/A,"8 beds
8 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,783 total",https://www.airbnb.com/rooms/827417583936546185?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_MKbd54%2FKtmIVieFm&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.65 (34),Apr 2 – 4,No,No,827417583936546185
Apartment in Opéra,N/A,Stylish and sunny 7BD with garden for 17 guests!,"€ 3,136 total",https://www.airbnb.com/rooms/691356660999476888?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_0%2BWPsrNhhZjyxZkD&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.39 (41),Apr 1 – 4,No,No,691356660999476888
Villa in Temple,N/A,"12 beds
12 beds
7 bedrooms
,
 · 7 bedrooms","€ 5,581 total",https://www.airbnb.com/luxury/listing/54066057?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_3AN%2FBssQmjUzv6ce&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,5.0 (4),Apr 2 – 4,No,No,54066057
Apartment in Bonne-Nouvelle,N/A,106 - Urban Luxury Flat Opera,"€ 1,206 total",https://www.airbnb.com/rooms/17093783?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_XOul8Tge9FfrCIXP&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.6 (127),Apr 1 – 4,No,No,17093783
Apartment in Temple,N/A,"8 beds
8 beds
5 bedrooms
,
 · 5 bedrooms","€ 1,984 total",https://www.airbnb.com/rooms/1051208139419184674?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_iq0evgvFqO31i%2BdN&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.77 (70),Apr 2 – 4,No,No,1051208139419184674
Apartment in Paris,N/A,My Sky Dome in Paris,€ 964 total,https://www.airbnb.com/rooms/45859028?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268583_JpJlebrfpoC2eytP&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.98 (53),Apr 2 – 4,Yes,No,45859028
Apartment in Bonne-Nouvelle,N/A,"11 beds
11 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,253 total",https://www.airbnb.com/rooms/773052174164998718?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-04&source_impression_id=p3_1711268583_LtKF4qfWXkXpPrqk&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,5.0 (4),Superhost,Yes,No,773052174164998718
Apartment in Les Halles,N/A,Apartment in center of Paris,"€ 1,131 total",https://www.airbnb.com/rooms/1092890973653768360?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268583_f9Uh1QSycxix%2FbfY&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,5.0 (6),Superhost,No,No,1092890973653768360
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,540 total",https://www.airbnb.com/rooms/943449647725219084?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-04&source_impression_id=p3_1711268583_oG9FxlDXhkaEUkgS&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.68 (50),N/A,No,No,943449647725219084
Apartment in L'Europe,N/A,Urban Flat 60 - Sublime 3bdr Parisian Flat in Pari,"€ 1,583 total",https://www.airbnb.com/rooms/699820779606628048?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268583_GHihFSf27hZ7Mkv3&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,5.0 (21),N/A,No,No,699820779606628048
Apartment in Temple,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,899 total",https://www.airbnb.com/rooms/980368078761721941?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711268583_4AQZpVcaahPleZP0&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,New,N/A,No,No,980368078761721941
Apartment in Bonne-Nouvelle,N/A,Amazing loft 4BR/10P - Place de la République,"€ 1,380 total",https://www.airbnb.com/rooms/1106987076546642019?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_utkr%2FkUUKWncrEAP&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.0 (6),N/A,No,No,1106987076546642019
Apartment in Bonne-Nouvelle,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,339 total",https://www.airbnb.com/rooms/994653034376665333?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_0R%2FikJb%2BUu0IMYud&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.63 (8),N/A,No,No,994653034376665333
Apartment in Temple,N/A,Grandiose apartment in the heart of Paris.,"€ 1,770 total",https://www.airbnb.com/rooms/1012758748666969012?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_GGjZkJ5DPYt37%2FfJ&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.73 (164),N/A,No,No,1012758748666969012
Apartment in Opéra,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,752 total",https://www.airbnb.com/rooms/13670403?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_4iLfdfh8xwP0EUCw&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,New,N/A,Yes,No,13670403
Apartment in Bonne-Nouvelle,N/A,Luxury Apartment 2BDR/7P - Louvre/tuileries (Clim),"€ 2,376 total",https://www.airbnb.com/rooms/1085301466065591476?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_m83snvK0xBrLGRio&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.41 (58),N/A,No,No,1085301466065591476
Apartment in Opéra,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,194 total",https://www.airbnb.com/rooms/53528009?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_n%2B2BVnNvFDH%2BSeqB&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.79 (77),N/A,No,No,53528009
Apartment in Bonne-Nouvelle,N/A,Amazing Apartment 4BR/10P - Caire / Montorgueil,"€ 2,769 total",https://www.airbnb.com/rooms/53470087?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_g%2BBAPFSfEXeCJfsJ&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.76 (348),N/A,No,No,53470087
Apartment in Temple,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,172 total",https://www.airbnb.com/rooms/39711886?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_9o%2F7VFeuf%2BazjFnE&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.74 (19),N/A,No,No,39711886
Apartment in Latin Quarter,N/A,Once in a Lifetime Experience in Chic Neighborhood,"€ 2,828 total",https://www.airbnb.com/rooms/806914208057677944?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_fdU6qFSxlwtGQX1d&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.8 (5),N/A,No,No,806914208057677944
Apartment in Bonne-Nouvelle,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,724 total",https://www.airbnb.com/rooms/1012943892860791531?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_VSZlepx1Ui7EsSVc&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,4.88 (16),N/A,No,No,1012943892860791531
Apartment in Ternes,N/A,AmazingApartment # Le Marais# Rue Des Archives# AC,"€ 2,173 total",https://www.airbnb.com/rooms/948470727933914785?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_yB1KGuGZi78m5dWM&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,N/A,N/A,Yes,No,948470727933914785
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,485 total",https://www.airbnb.com/rooms/1023684329168543981?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268583_hpx6Vl04Nt7tXSxP&previous_page_section_name=1000&federated_search_id=fd097f9e-3b91-4fa5-b879-c1d5f758f3c7,2,N/A,N/A,No,No,1023684329168543981
Apartment in Temple,N/A,Urban Flat 57 - Luxury 4bdr Parisian Flat in Paris,"€ 2,282 total",https://www.airbnb.com/rooms/1005682338653565389?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_%2B9I6REOq9jI3At5I&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.67 (3),Superhost,No,No,1005682338653565389
Apartment in Paris,N/A,"8 beds
8 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,081 total",https://www.airbnb.com/rooms/1080231982361266516?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_er%2FtX0mNtjnt7DUx&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,5.0 (3),Superhost,No,No,1080231982361266516
Apartment in Bonne-Nouvelle,N/A,Apartment in the Center of Paris,"€ 2,376 total",https://www.airbnb.com/rooms/802721255886961020?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_YF9Z8Ky6fhKjTrx8&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.48 (21),N/A,No,No,802721255886961020
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,505 total",https://www.airbnb.com/rooms/986180692294457272?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_nqBL3ognx3miylW%2F&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.25 (12),N/A,No,No,986180692294457272
Apartment in Opéra,N/A,98 - Urban Flat Arts et Métiers,"€ 1,201 total",https://www.airbnb.com/rooms/691044919213489621?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_X6Urtini9kEEFwrv&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,3.92 (48),N/A,No,No,691044919213489621
Apartment in Temple,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms",€ 909 total,https://www.airbnb.com/rooms/1039825530102347783?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_rnngt%2B2up2ZGIQr7&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,3.9 (10),N/A,No,No,1039825530102347783
Apartment in Temple,N/A,Luxury 5 Bedroom 5 Bathroom Louvre Champs Elysees,"€ 4,336 total",https://www.airbnb.com/rooms/36678564?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_LUVmzuCCz5DdbRdu&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.93 (82),N/A,Yes,No,36678564
Apartment in Bonne-Nouvelle,N/A,"6 beds
6 beds
5 bedrooms
,
 · 5 bedrooms","€ 1,610 total",https://www.airbnb.com/rooms/33008380?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_kmzbxlZj1dfG0dJ4&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.21 (164),N/A,No,No,33008380
Home in Passy,N/A,35 - Urban Pretty Flat near Grands Boulevards,"€ 2,138 total",https://www.airbnb.com/rooms/1075295434908707196?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_ntcnQskK18zZOOSq&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,New,N/A,No,No,1075295434908707196
Loft in Temple,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,734 total",https://www.airbnb.com/rooms/1517935?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_B%2F4KOTmjhUvMwbbY&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.68 (90),N/A,No,No,1517935
Apartment in Bonne-Nouvelle,N/A,* hidden flat for 6 people- lose République place*,"€ 1,324 total",https://www.airbnb.com/rooms/1001220249438295501?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_fW3bzVDppQDB%2B6r%2B&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.33 (3),N/A,No,No,1001220249438295501
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,666 total",https://www.airbnb.com/rooms/43722213?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_82qFB3ItvDlJ2ZUa&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.2 (97),N/A,No,No,43722213
Apartment in Paris,N/A,My Véranda - Duplex 130m²,"€ 1,303 total",https://www.airbnb.com/rooms/30267705?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_M0GHsQYJ%2BMGttq%2B%2F&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.43 (86),N/A,No,No,30267705
Apartment in Opéra,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,069 total",https://www.airbnb.com/rooms/1007668397436366344?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_1LJW%2Bs9CXYH9be8j&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.42 (19),N/A,No,No,1007668397436366344
Apartment in Bonne-Nouvelle,N/A,Amazing & brand new Parisian flat for 6p,"€ 2,090 total",https://www.airbnb.com/rooms/802718742530204373?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_u6YMTgmOL3SJU9zq&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,New,N/A,No,No,802718742530204373
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,626 total",https://www.airbnb.com/rooms/1118062308734308558?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_fzM3HXTIfqWMAX4L&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,4.33 (3),N/A,No,No,1118062308734308558
Apartment in Saint-Lambert,N/A,Parisian elegance near the Étoile : Renovated hous,"€ 1,000 total",https://www.airbnb.com/rooms/1079561777653305143?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_BWEonuUgx38Cq4wQ&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,New,N/A,No,No,1079561777653305143
Apartment in Saint Ambroise,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,691 total",https://www.airbnb.com/rooms/1107880655264352947?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711268592_nsaE3i1G9%2BQwo%2FLU&previous_page_section_name=1000&federated_search_id=1aef435d-5691-49ac-bdb5-47caa9618dee,2,N/A,N/A,No,No,1107880655264352947
