Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 691 total,https://www.airbnb.com/rooms/757006261289754678?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_b5wE30sAwNDT3X%2FL&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,3.86 (14),Superhost,2024-05-03,2024-05-05,No,No,757006261289754678
Apartment in Deuil-la-Barre,N/A,Apparently - downtown Paris!,€ 719 total,https://www.airbnb.com/rooms/2365610?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_IBhS2CsFTk79h8Nn&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.85 (299),Guest favorite,2024-05-03,2024-05-05,No,No,2365610
Apartment in Paris,N/A,"3 bedrooms
3 bedrooms","€ 1,578 total",https://www.airbnb.com/rooms/1113097884420309883?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_cTYT0%2Byd%2Bcs9Nyjm&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,New,N/A,2024-05-03,2024-05-05,No,No,1113097884420309883
Apartment in Paris,N/A,Beautiful Apartement with 2 Bedrooms in Paris,"€ 2,165 total",https://www.airbnb.com/rooms/1056273391664839516?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_HTA%2FRj%2Fd1sej%2BPkW&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,5.0 (6),N/A,2024-05-03,2024-05-05,Yes,No,1056273391664839516
Condo in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 519 total,https://www.airbnb.com/rooms/1053781843752775916?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_%2FEB%2F23LYZ2elopWC&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.45 (33),N/A,2024-05-03,2024-05-05,No,No,1053781843752775916
Apartment in Paris,N/A,15 minutes from Paris * Oasis of tranquility !,€ 777 total,https://www.airbnb.com/rooms/569377920904361811?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_KIzoz2GiUKfRqfH3&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,5.0 (3),N/A,2024-05-03,2024-05-05,No,No,569377920904361811
Apartment in Paris,N/A,"6 beds
6 beds
3 bedrooms
,
 · 3 bedrooms",€ 940 total,https://www.airbnb.com/rooms/1020209823000629504?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_woOwYZlofxffaz4r&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.84 (81),N/A,2024-05-03,2024-05-05,No,No,1020209823000629504
Apartment in Paris,N/A,Cozy apartment Grands Boulevards,"€ 1,088 total",https://www.airbnb.com/rooms/1087571858519406095?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_AXZtzswV%2BnXznVRH&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.88 (52),N/A,2024-05-03,2024-05-05,No,No,1087571858519406095
Apartment in Paris,N/A,"10 beds
10 beds
4 bedrooms
,
 · 4 bedrooms",€ 613 total,https://www.airbnb.com/rooms/24648992?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_4oaD%2FPKvsBCMjakO&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.51 (111),N/A,2024-05-03,2024-05-05,No,No,24648992
Apartment in Paris,N/A,Sweet Inn | Chic 4BR near the Palais Royal,"€ 1,165 total",https://www.airbnb.com/rooms/862393451827921929?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_ejj5S40iLEOV0HC4&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,New,N/A,2024-05-03,2024-05-05,No,No,862393451827921929
Apartment in Paris,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,266 total",https://www.airbnb.com/rooms/50759766?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_TKPlFW0pVcmoXov8&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,4.74 (268),N/A,2024-05-03,2024-05-05,No,No,50759766
Apartment in Paris,N/A,"Hi everyone, we're at your service","€ 1,044 total",https://www.airbnb.com/rooms/1120959814428918171?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_yR5kiy%2BaBYyhvT89&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,5.0 (14),N/A,2024-05-03,2024-05-05,No,No,1120959814428918171
Apartment in Paris,N/A,"3 bedrooms
3 bedrooms",€ 870 total,https://www.airbnb.com/rooms/1110935?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_kspFTQI0cUgdPIT8&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,New,N/A,2024-05-03,2024-05-05,No,No,1110935
Apartment in Paris,N/A,"Charming apartment - Haut Marais, Enfants Rouges","€ 1,087 total",https://www.airbnb.com/rooms/778304384913075049?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_KLvl7VkeIb0rf54c&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,N/A,N/A,2024-05-03,2024-05-05,No,No,778304384913075049
Apartment in Les Lilas,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 332 total,https://www.airbnb.com/rooms/1082417115294148853?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706190_zH6fuHJrQc0rnIrh&previous_page_section_name=1000&federated_search_id=7679f5e9-6e0c-40be-86c0-320be1800322,2,N/A,N/A,2024-05-03,2024-05-05,No,No,1082417115294148853
Apartment in Opéra,N/A,Beautiful apartment for 6 - Montorgueil,"€ 1,891 total",https://www.airbnb.com/rooms/978729563600361272?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_blOmsvPNjwAm6tGs&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.93 (14),Superhost,2024-05-03,2024-05-05,No,No,978729563600361272
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,233 total",https://www.airbnb.com/rooms/51440346?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_DxPJn1IpvylqcXwu&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.38 (101),Superhost,2024-05-03,2024-05-05,No,No,51440346
Apartment in Buttes-Montmartre,N/A,196 Suite Dan - Superb apartment in Paris,€ 510 total,https://www.airbnb.com/rooms/1025247920462987416?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_c0msDHrzS99ufyI9&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.85 (94),Guest favorite,2024-05-03,2024-05-05,No,No,1025247920462987416
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,827 total",https://www.airbnb.com/rooms/53530344?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_QGY5177iO4tkb3Mn&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.11 (9),Superhost,2024-05-03,2024-05-05,Yes,No,53530344
Apartment in Paris,N/A,Roses Apartment near Sacrée-Coeur/Montmarte,€ 504 total,https://www.airbnb.com/rooms/1048539712425572475?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_jmm9DYf7rBkYos9J&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.42 (52),Superhost,2024-05-03,2024-05-05,No,No,1048539712425572475
Apartment in Sainte Marguerite,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 559 total,https://www.airbnb.com/rooms/11597157?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_IuvqK8v4GaUAcc4g&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.15 (59),Superhost,2024-05-03,2024-05-05,No,No,11597157
Apartment in Bonne-Nouvelle,N/A,216 Suite Vintage spirit - Superb Apartement,€ 992 total,https://www.airbnb.com/rooms/721430780039553385?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_eRu93IAsQRHP3Svv&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.19 (36),N/A,2024-05-03,2024-05-05,No,No,721430780039553385
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,055 total",https://www.airbnb.com/rooms/654896989185862607?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_bCretbCgdLa3a6rz&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.82 (72),N/A,2024-05-03,2024-05-05,No,No,654896989185862607
Apartment in Temple,N/A,Apartment Avenue de Villiers - II,"€ 1,641 total",https://www.airbnb.com/rooms/701658963698372565?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_%2B0MYmLZIIc6HgeHx&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.87 (31),N/A,2024-05-03,2024-05-05,No,No,701658963698372565
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,161 total",https://www.airbnb.com/rooms/970724713956277226?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_sVPVUusCVsV8dgOA&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.85 (213),N/A,2024-05-03,2024-05-05,Yes,No,970724713956277226
Apartment in Temple,N/A,A very calm Loft in Bastille,"€ 1,162 total",https://www.airbnb.com/rooms/36723971?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_CNh8afU%2FhbwEefOT&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.67 (6),N/A,2024-05-03,2024-05-05,No,No,36723971
Apartment in Passy,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 602 total,https://www.airbnb.com/rooms/1017350700874946851?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_m%2FVA4TGBO9%2BfXXxv&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.65 (69),N/A,2024-05-03,2024-05-05,No,No,1017350700874946851
Apartment in Bonne-Nouvelle,N/A,250 Suite Sainte - Superb apartment in Paris,"€ 1,198 total",https://www.airbnb.com/rooms/604844777732616860?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_C83ytq%2BqkdR4%2BlzG&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.67 (9),N/A,2024-05-03,2024-05-05,No,No,604844777732616860
Apartment in Saint Germain Des Prés,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 931 total,https://www.airbnb.com/rooms/1040561872147937670?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_J2Gtl52N4yf5h4Zc&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.88 (85),N/A,2024-05-03,2024-05-05,No,No,1040561872147937670
Apartment in Opéra,N/A,Parisian Home|202095|2 bedrooms|Montorgueil,"€ 1,439 total",https://www.airbnb.com/rooms/39726305?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_6ouPdBcK%2Boy8LfSA&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.8 (5),N/A,2024-05-03,2024-05-05,Yes,No,39726305
Apartment in Opéra,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms",€ 798 total,https://www.airbnb.com/rooms/1039131567834560154?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_vwP8r9qnEFE3QkUn&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,4.81 (36),N/A,2024-05-03,2024-05-05,No,No,1039131567834560154
Apartment in Gobelins,N/A,Family courtyard apartment - in the heart of Paris,€ 642 total,https://www.airbnb.com/rooms/1076008070553694382?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_zdeJcdxyUdgNGcRS&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,N/A,N/A,2024-05-03,2024-05-05,No,No,1076008070553694382
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,699 total",https://www.airbnb.com/rooms/649135423539544439?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706198_1zA5I7KEmSBvJqmc&previous_page_section_name=1000&federated_search_id=b0dc2a38-1753-4fce-9536-cef667e64044,2,N/A,N/A,2024-05-03,2024-05-05,No,No,649135423539544439
Apartment in Paris,N/A,Paris Marais. Big! Ideal families. 6 pers.,"€ 1,112 total",https://www.airbnb.com/rooms/10936230?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_qs8fdJQmt2TXyu3b&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.84 (49),Superhost,2024-05-03,2024-05-05,No,No,10936230
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms",€ 719 total,https://www.airbnb.com/rooms/1037459907888159039?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_GjAgm59oz07VwrMa&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,New,Guest favorite,2024-05-03,2024-05-05,No,No,1037459907888159039
Apartment in Paris,N/A,Design & Cosy Flat 2BR Center Paris - Moulin Rouge,"€ 2,176 total",https://www.airbnb.com/rooms/1066499935277722375?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_lS55tZ6Qu6XF%2FNSJ&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.4 (62),Superhost,2024-05-03,2024-05-05,No,No,1066499935277722375
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,460 total",https://www.airbnb.com/rooms/12118573?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_NKGNmkCEtrb5WIJj&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.72 (214),Superhost,2024-05-03,2024-05-05,No,No,12118573
Apartment in Paris,N/A,Amazing Apartment Place Vendome/Rue de la Paix,€ 924 total,https://www.airbnb.com/rooms/52889380?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_Dbgg2l8sukeb4fho&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.82 (17),N/A,2024-05-03,2024-05-05,Yes,No,52889380
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,244 total",https://www.airbnb.com/rooms/947832637537672144?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_Pj0D8OyhtYAqoVkL&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,5.0 (7),N/A,2024-05-03,2024-05-05,No,No,947832637537672144
Apartment in Paris,N/A,Sweet Inn | Chic 3BR near the Galeries Lafayette,€ 757 total,https://www.airbnb.com/rooms/1065047593466867907?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_y6kOuUDs0Ue0WISZ&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.59 (29),N/A,2024-05-03,2024-05-05,No,No,1065047593466867907
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,536 total",https://www.airbnb.com/rooms/744759774497736019?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_n8bvfWfSZ6tIwsaK&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.74 (142),N/A,2024-05-03,2024-05-05,No,No,744759774497736019
Apartment in Paris,N/A,Cozy flat 4/6P in Le Marais heart of Paris,"€ 1,509 total",https://www.airbnb.com/rooms/34380017?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_q2YonoDn6FbaC%2BhA&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,New,N/A,2024-05-03,2024-05-05,Yes,No,34380017
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,000 total",https://www.airbnb.com/rooms/1094196282145195783?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_jI8%2B%2B1Er21Ul%2BIs1&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.78 (23),N/A,2024-05-03,2024-05-05,No,No,1094196282145195783
Apartment in Paris,N/A,Enjoy A Delightful Stay in Opera - Upper Marais,€ 588 total,https://www.airbnb.com/rooms/733265154456785164?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711706205_KAlsP23tihwWnmgY&previous_page_section_name=1000&federated_search_id=7294eb4a-f6c1-421d-aa63-7673104836d0,2,4.47 (177),N/A,2024-05-03,2024-05-05,No,No,733265154456785164
