Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Competitor,Livinparis,Listing_id
Apartment in Paris,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms",€ 893 total,https://www.airbnb.com/rooms/844226743450301279?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_7om0Ij1vGUgcmAYz&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,4.71 (28),N/A,No,No,844226743450301279
Apartment in Bonne-Nouvelle,N/A,Live the True Parisian Experience near The Louvre,€ 926 total,https://www.airbnb.com/rooms/1106987076546642019?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_sstjXobqney4H0OQ&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,New,N/A,No,No,1106987076546642019
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,463 total",https://www.airbnb.com/rooms/994759868428163073?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_o9OJ02YCzjcH6HhG&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,4.5 (10),N/A,No,No,994759868428163073
Apartment in Place Vendôme,N/A,Historical 3 bedroom apartment in Le Marais,"€ 2,165 total",https://www.airbnb.com/rooms/1056273391664839516?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_yAZd%2FOlhEppbkBTx&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,5.0 (6),N/A,Yes,No,1056273391664839516
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,116 total",https://www.airbnb.com/rooms/862393451827921929?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_Gi0DeJPQA1Fg4Mto&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,4.88 (52),N/A,No,No,862393451827921929
Apartment in Paris,N/A,3 bedroom 3 bathroom / AC apartment,"€ 1,969 total",https://www.airbnb.com/rooms/970724713956277226?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_9Cl8JWIPDWDz5zu6&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,4.87 (31),N/A,Yes,No,970724713956277226
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,221 total",https://www.airbnb.com/rooms/625028729651098929?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_Kof2VB8JR7m%2Btpam&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,5.0 (46),N/A,No,No,625028729651098929
Apartment in Opéra,N/A,Luxury 4 beds/bathrooms Apartment at Opera with AC,"€ 2,170 total",https://www.airbnb.com/rooms/1066499935277722375?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_l4oWu9Q1V4iOZ6Tp&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,5.0 (13),N/A,No,No,1066499935277722375
Apartment in Opéra,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,599 total",https://www.airbnb.com/rooms/955568495054255979?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711269999_T9pwRm53boS73DDX&previous_page_section_name=1000&federated_search_id=66d1233c-281b-4c67-a08c-ed6544ae92c8,2,N/A,N/A,Yes,No,955568495054255979
Apartment in Opéra,N/A,Beautiful apartment for 6 - Montorgueil,"€ 1,907 total",https://www.airbnb.com/rooms/978729563600361272?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_rlx4yBn%2FHH3BisF9&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.92 (13),Superhost,No,No,978729563600361272
Apartment in Les Halles,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,253 total",https://www.airbnb.com/rooms/594771460429437105?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_moR7sqORHgn9TXIg&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.98 (47),Guest favorite,No,No,594771460429437105
Apartment in Temple,N/A,Edgar Suites Louvre - Jour 303,"€ 1,276 total",https://www.airbnb.com/rooms/1092062148035570485?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_elhTioAbE%2FkRW5ql&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,5.0 (4),Guest favorite,No,No,1092062148035570485
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,015 total",https://www.airbnb.com/rooms/872140231900255014?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_AQyqVSILhuIu%2BgsA&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.96 (25),Guest favorite,Yes,No,872140231900255014
Apartment in Les Halles,N/A,New Loft with A/C in the Heart of Le Marais,"€ 1,059 total",https://www.airbnb.com/rooms/752246160802279728?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_0WtJS7Rne1BlPfmT&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.79 (53),Superhost,No,No,752246160802279728
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,162 total",https://www.airbnb.com/rooms/36723971?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_ZPlDhk0F%2FE9vXFv9&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.85 (213),N/A,No,No,36723971
Condo in Opéra,N/A,"New Top floor 3 BED/3BATH, and AC, by Opera!","€ 1,581 total",https://www.airbnb.com/rooms/51744656?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_mf%2BXmlutOI%2F87j%2B2&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.96 (158),N/A,No,No,51744656
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,735 total",https://www.airbnb.com/rooms/53530344?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_xnHHDrNHZftgzkLf&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.86 (93),N/A,Yes,No,53530344
Apartment in Temple,N/A,Amazing apartment - 6P/2BR - Châtelet / Rivoli,"€ 1,088 total",https://www.airbnb.com/rooms/1087571858519406095?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_1WTRJu1f6jPV0PPC&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,New,N/A,No,No,1087571858519406095
Apartment in Saint Germain Des Prés,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,231 total",https://www.airbnb.com/rooms/1088398451707179894?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_x70%2FYTKcKmQxqDCh&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,New,N/A,No,No,1088398451707179894
Apartment in Place Vendôme,N/A,Oustanding Artist Loft - Between Marais et Canal,"€ 1,010 total",https://www.airbnb.com/rooms/988317541291222483?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_v%2FB1dlw0JTMwQbyp&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.07 (15),N/A,No,No,988317541291222483
Apartment in Les Halles,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,062 total",https://www.airbnb.com/rooms/654013467741180558?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_cc299JtURCr4QxRB&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.25 (55),N/A,No,No,654013467741180558
Apartment in Bonne-Nouvelle,N/A,Stylish apartment in the heart of Paris 2 Bedrooms,"€ 1,231 total",https://www.airbnb.com/rooms/50759766?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_n9F11sAiVepj8XTA&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.51 (111),N/A,No,No,50759766
Apartment in Opéra,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms",€ 870 total,https://www.airbnb.com/rooms/1110935?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_T2%2Fl15WMJDaqcVHy&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.74 (267),N/A,No,No,1110935
Apartment in Opéra,N/A,216 Suite Vintage spirit - Superb Apartement,"€ 1,091 total",https://www.airbnb.com/rooms/947832637537672144?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_bKb4XzJ0JyGeDof2&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.82 (17),N/A,No,No,947832637537672144
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 800 total,https://www.airbnb.com/rooms/1098289377706425307?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_aZXo%2FQZUCGBeN67b&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,New,N/A,No,No,1098289377706425307
Apartment in Bonne-Nouvelle,N/A,Marais - République,"€ 1,171 total",https://www.airbnb.com/rooms/604844777732616860?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_TD8k6OZ6tacaRKxb&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,4.67 (67),N/A,No,No,604844777732616860
Apartment in Paris,N/A,"2 bedrooms
2 bedrooms",€ 892 total,https://www.airbnb.com/rooms/1115331431029641761?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270005_DHydJlLPnU5zqIti&previous_page_section_name=1000&federated_search_id=970028f2-3127-4dde-a82d-eab2ca3246be,2,New,N/A,No,No,1115331431029641761
Apartment in Temple,N/A,Cozy apartment Grands Boulevards,"€ 1,826 total",https://www.airbnb.com/rooms/1113097884420309883?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_PYe3oRmcFEja8YKy&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1113097884420309883
Apartment in Place Vendôme,N/A,"10 beds
10 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,142 total",https://www.airbnb.com/rooms/1060664089836130016?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_8AmE%2BqV6VYqlv%2FI0&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.75 (4),N/A,No,No,1060664089836130016
Apartment in Opéra,N/A,Cosy 2 bedroom with 1 bathroom-Opera,€ 822 total,https://www.airbnb.com/rooms/1106961842823046643?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_SgnMMDsnaLuzDo%2FQ&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1106961842823046643
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 978 total,https://www.airbnb.com/rooms/654897144021713552?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_bZX1l4teMBddhlel&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.13 (24),N/A,No,No,654897144021713552
Apartment in Bonne-Nouvelle,N/A,Romantic stay with hot tub in Pigalle -P6,"€ 1,509 total",https://www.airbnb.com/rooms/34380017?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_FqWy%2FTi%2BY%2FS1VZ7Y&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.74 (142),N/A,Yes,No,34380017
Apartment in Opéra,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 633 total,https://www.airbnb.com/rooms/757006261289754678?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_FjnlxQdmIph40CoI&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,3.86 (14),N/A,No,No,757006261289754678
Apartment in Bonne-Nouvelle,N/A,Parisian Home|202117| 2 bedrooms | Montorgueil,"€ 1,497 total",https://www.airbnb.com/rooms/31554364?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_uh11wgHzPGqB%2B0%2F1&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.47 (176),N/A,No,No,31554364
Apartment in Paris,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms",€ 831 total,https://www.airbnb.com/rooms/1104945813669704433?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_j4%2BKr48yikt%2FDhgN&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1104945813669704433
Apartment in Bonne-Nouvelle,N/A,Luxury 3 bedroom 2 bathroom Palace Apartment,"€ 1,168 total",https://www.airbnb.com/rooms/751953260285920256?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_Eb47pxIuJVJPnLez&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.61 (33),N/A,No,No,751953260285920256
Apartment in Les Halles,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,117 total",https://www.airbnb.com/rooms/999187742060561898?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_ntb6JkSHFk9uww9v&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.58 (12),N/A,No,No,999187742060561898
Apartment in Paris,N/A,Beautiful Apartement with 2 Bedrooms in Paris,€ 861 total,https://www.airbnb.com/rooms/1105689776115559270?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_RuTIJbeeouInIX0a&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1105689776115559270
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 777 total,https://www.airbnb.com/rooms/569377920904361811?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_Q1%2FRQwGq%2BQSS0b1B&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.45 (33),N/A,No,No,569377920904361811
Apartment in Buttes-Montmartre,N/A,112 Suite Patrick - Superb apartment in Paris,€ 746 total,https://www.airbnb.com/rooms/1117132130131866635?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_ankyPyCGj8UEqeeU&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1117132130131866635
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 798 total,https://www.airbnb.com/rooms/1039131567834560154?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_L0dqWPt7308hy4A3&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,4.65 (66),N/A,No,No,1039131567834560154
Apartment in Place Vendôme,N/A,Stylish Barbie Apartment in Paris !,"€ 1,416 total",https://www.airbnb.com/rooms/796285853643102341?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_GGwILdTyuAhZN4qC&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,796285853643102341
Apartment in Bonne-Nouvelle,N/A,"2 bedrooms
2 bedrooms","€ 1,591 total",https://www.airbnb.com/rooms/1112901422421111446?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_VvQsGP0rCd2A0xNA&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,New,N/A,No,No,1112901422421111446
Apartment in Place Vendôme,N/A,Luxury 2bedrooms flat Grands Boulevards 4/6P,"€ 1,102 total",https://www.airbnb.com/rooms/1118074458087269024?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_H3m%2B2TQLYLV8VV9A&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,N/A,N/A,No,No,1118074458087269024
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 941 total,https://www.airbnb.com/rooms/1020209823000629504?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270014_9yD7xcETqLJAfUKs&previous_page_section_name=1000&federated_search_id=baab5d84-d47c-4224-8b48-cb3f0114b0e6,2,N/A,N/A,No,No,1020209823000629504
Apartment in Opéra,N/A,Luxury 4 Bedroom & 3 Bathroom Apartment - Louvre,"€ 2,229 total",https://www.airbnb.com/rooms/1100482608061620505?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_uB6wvcCaPM%2FwHXvZ&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,New,Superhost,No,No,1100482608061620505
Apartment in Temple,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,368 total",https://www.airbnb.com/rooms/766519179715358534?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_h4nUTeQyJNPKiLPz&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,4.57 (60),Guest favorite,No,No,766519179715358534
Apartment in Opéra,N/A,Luxury 3 bedrooms and 3.5 bathrooms -Louvre Museum,"€ 1,295 total",https://www.airbnb.com/rooms/836871419787837045?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_NfH3%2B%2B%2B9N%2FYDr8jY&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,4.59 (44),Superhost,No,No,836871419787837045
Apartment in Place Vendôme,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,560 total",https://www.airbnb.com/rooms/796285450784864268?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_CV7XPxtQdkIYr0ja&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,4.53 (55),N/A,No,No,796285450784864268
Apartment in Opéra,N/A,Cosy 3 bedroom 2 bathroom - Louvre,"€ 1,142 total",https://www.airbnb.com/rooms/1116435574042169253?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_j3lfuIu%2BItt%2Ft%2Fgo&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,New,N/A,No,No,1116435574042169253
Apartment in Buttes-Montmartre,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 770 total,https://www.airbnb.com/rooms/1102640311121054236?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_pEVbzsjFKFqCNO1l&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,New,N/A,No,No,1102640311121054236
Apartment in Grenelle,N/A,Luxury 3 bedroom & 2 bathroom - Louvre,"€ 1,119 total",https://www.airbnb.com/rooms/1113164889384041822?adults=6&check_in=2024-05-03&check_out=2024-05-05&source_impression_id=p3_1711270022_3HDBCAAQsvtdUnXk&previous_page_section_name=1000&federated_search_id=d2bea9ef-5dcf-4d45-8038-d8688e8fece5,2,5.0 (3),N/A,No,No,1113164889384041822
