Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Luxembourg,N/A,Apartment in center of Paris,"€ 1,574 total",https://www.airbnb.com/rooms/691300820700247728?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_6CiD5aWwieVqePiV&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,4.0 (6),N/A,2024-04-01,2024-04-05,No,No,691300820700247728
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,028 total",https://www.airbnb.com/rooms/997723943535084063?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_eRAu4w%2FoAeBPK1%2FP&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,New,N/A,2024-04-01,2024-04-05,No,No,997723943535084063
Apartment in Temple,N/A,PHILIPPE AUGUSTE 3,"€ 1,225 total",https://www.airbnb.com/rooms/1092606749861106001?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_Mz5M518z3%2F6auEcM&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,4.0 (6),N/A,2024-04-01,2024-04-05,No,No,1092606749861106001
Apartment in Bonne-Nouvelle,N/A,"8 beds
8 beds
5 bedrooms
,
 · 5 bedrooms","€ 1,217 total",https://www.airbnb.com/rooms/994653034376665333?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_wb8s5CblZmT%2BBfGl&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,4.76 (34),N/A,2024-04-01,2024-04-05,No,No,994653034376665333
Apartment in Temple,N/A,Charming apartment near Opéra - 6P,"€ 2,981 total",https://www.airbnb.com/rooms/764178593487575716?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_o5tE1%2Beftkdm7VKK&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,4.08 (12),N/A,2024-04-01,2024-04-05,Yes,No,764178593487575716
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 801 total,https://www.airbnb.com/rooms/983742626719045063?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704175_w5FXN56cpaxK7M30&previous_page_section_name=1000&federated_search_id=7bb9f900-ae44-4b8c-aa1b-7213e5f99a0a,2,N/A,N/A,2024-04-01,2024-04-05,No,No,983742626719045063
Apartment in Bonne-Nouvelle,N/A,Amazing & brand new Parisian flat for 6p,"€ 1,345 total",https://www.airbnb.com/rooms/33008380?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_%2BVDaNCAa3dQ9EA9P&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.21 (164),Guest favorite,2024-04-01,2024-04-05,No,No,33008380
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,306 total",https://www.airbnb.com/rooms/749869245242293663?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_nKpPOGrGoo7mdN0c&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.22 (32),Superhost,2024-04-01,2024-04-05,No,No,749869245242293663
Apartment in Bonne-Nouvelle,N/A,81 - Paris Luxe Sebastopol,"€ 1,366 total",https://www.airbnb.com/rooms/1106987076546642019?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_UI9n8rAIuC%2BZgRSO&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,New,Superhost,2024-04-01,2024-04-05,No,No,1106987076546642019
Apartment in Bonne-Nouvelle,N/A,"9 beds
9 beds
4 bedrooms
,
 · 4 bedrooms",€ 892 total,https://www.airbnb.com/rooms/1001220249438295501?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_jMmsvzb0qSiCAOtp&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.33 (3),Guest favorite,2024-04-01,2024-04-05,No,No,1001220249438295501
Apartment in Bonne-Nouvelle,N/A,Apparently - downtown Paris!,"€ 1,573 total",https://www.airbnb.com/rooms/1085301466065591476?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_WT5R4JfgyjHMsEPb&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,New,Apr 1 – 4,2024-04-01,2024-04-05,No,No,1085301466065591476
Apartment in Temple,N/A,"3 bedrooms
3 bedrooms","€ 1,102 total",https://www.airbnb.com/rooms/998967947140376760?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_fPIO0cmQ5dcLP8nY&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.0 (7),Apr 2 – 4,2024-04-01,2024-04-05,No,No,998967947140376760
Apartment in Père-Lachaise,N/A,Urban Flat 19 - Charming Flat in Montorgueil,"€ 1,860 total",https://www.airbnb.com/rooms/44256939?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_3mBooprzcbhulkRP&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.95 (79),Apr 1 – 3,2024-04-01,2024-04-05,No,No,44256939
Apartment in Paris,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,018 total",https://www.airbnb.com/rooms/1095461885886510034?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_oPRiYY5wzJ3IfHnl&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,New,Apr 2 – 4,2024-04-01,2024-04-05,No,No,1095461885886510034
Apartment in Temple,N/A,Urban Flat 108 - Pretty 4 Bdr Parisian Flat in Par,€ 909 total,https://www.airbnb.com/rooms/1039825530102347783?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_MoStF4jILt5Ou5i4&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,3.9 (10),Apr 2 – 4,2024-04-01,2024-04-05,No,No,1039825530102347783
Apartment in Bonne-Nouvelle,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,383 total",https://www.airbnb.com/rooms/1090298266608414650?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_g0wrCz8NjwG4GDMD&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,5.0 (3),Apr 1 – 3,2024-04-01,2024-04-05,No,No,1090298266608414650
Apartment in Temple,N/A,Urban Flat 41 - Atelier Star Wars Montorgueil,"€ 1,295 total",https://www.airbnb.com/rooms/691021808215797101?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_fdEzfOcBOJEy3Pwl&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.38 (29),N/A,2024-04-01,2024-04-05,No,No,691021808215797101
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,665 total",https://www.airbnb.com/rooms/1051893201226056124?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_5DfszYhLGUKLfMxW&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.25 (12),N/A,2024-04-01,2024-04-05,No,No,1051893201226056124
Apartment in Opéra,N/A,PHILIPPE AUGUSTE 4,"€ 2,933 total",https://www.airbnb.com/rooms/986180692294457272?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_BHJtXE0wam%2B2%2BDW7&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.25 (8),N/A,2024-04-01,2024-04-05,No,No,986180692294457272
Apartment in Paris,N/A,"8 beds
8 beds
5 bedrooms
,
 · 5 bedrooms",€ 743 total,https://www.airbnb.com/rooms/996209893254486857?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_Uy505ISNFmK0LpvJ&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.93 (82),N/A,2024-04-01,2024-04-05,No,No,996209893254486857
Apartment in Temple,N/A,Urban Flat 08 - The Panoramic Flat in Paris,"€ 3,298 total",https://www.airbnb.com/rooms/36678564?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_GKJU1t1lCq3DW5Cf&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.53 (34),N/A,2024-04-01,2024-04-05,Yes,No,36678564
Apartment in Temple,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,529 total",https://www.airbnb.com/rooms/1000550303675256436?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_xzwAuZtApx4hW8ac&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.94 (31),N/A,2024-04-01,2024-04-05,No,No,1000550303675256436
Apartment in Opéra,N/A,* hidden flat for 6 people- lose République place*,"€ 2,940 total",https://www.airbnb.com/rooms/637036426192916423?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_c8WHrq0azqYq%2BoXz&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.98 (54),N/A,2024-04-01,2024-04-05,No,No,637036426192916423
Apartment in Père-Lachaise,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,343 total",https://www.airbnb.com/rooms/38996213?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704179_1dswhqQJsa5eUD16&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.77 (70),N/A,2024-04-01,2024-04-05,No,No,38996213
Apartment in Bonne-Nouvelle,N/A,A Sublime 2-BR/ 2-BA in Louvre - Montorgueil,"€ 1,893 total",https://www.airbnb.com/rooms/773052174164998718?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-04&source_impression_id=p3_1711704179_G1kamRQnmeFDS3oB&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.79 (167),N/A,2024-04-01,2024-04-05,Yes,No,773052174164998718
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 827 total,https://www.airbnb.com/rooms/45859028?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711704179_jAL4dFcoQ4Jliyol&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.7 (50),N/A,2024-04-01,2024-04-05,Yes,No,45859028
Apartment in Les Halles,N/A,74 - Star Wars Le Marais,"€ 1,615 total",https://www.airbnb.com/rooms/12697519?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-03&source_impression_id=p3_1711704179_IzrQOnwZ0TM5janq&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.91 (23),N/A,2024-04-01,2024-04-05,Yes,No,12697519
Apartment in L'Europe,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,346 total",https://www.airbnb.com/rooms/699820779606628048?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711704179_HX8oAkzvpP86ndEi&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,4.98 (57),N/A,2024-04-01,2024-04-05,No,No,699820779606628048
Apartment in Temple,N/A,Urban Flat 161 - Sublime 4bdr Luxury Flat in Paris,"€ 1,440 total",https://www.airbnb.com/rooms/843192767245443038?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-02&check_out=2024-04-04&source_impression_id=p3_1711704179_KWgYYFYUfcZxPdVj&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,N/A,N/A,2024-04-01,2024-04-05,Yes,No,843192767245443038
Apartment in Temple,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,469 total",https://www.airbnb.com/rooms/51357048?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-01&check_out=2024-04-03&source_impression_id=p3_1711704179_%2FgmSUxvDesEqyh18&previous_page_section_name=1000&federated_search_id=377f9220-b583-4c2c-a2c2-f38e25779747,2,N/A,N/A,2024-04-01,2024-04-05,No,No,51357048
Apartment in Paris,N/A,92 - Urban Apartment Montorgueil,"€ 1,691 total",https://www.airbnb.com/rooms/690984617998781895?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_N0VRrQ8oHOsler%2BH&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.69 (39),Superhost,2024-04-01,2024-04-05,No,No,690984617998781895
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 868 total,https://www.airbnb.com/rooms/1074392866618317885?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_4S19HYUxSOXdMni2&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.5 (4),Superhost,2024-04-01,2024-04-05,No,No,1074392866618317885
Apartment in Paris,N/A,Urban Flat 172 - Private Cinema Gaité Montparnasse,"€ 1,721 total",https://www.airbnb.com/rooms/1113679824049268626?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_w6PR%2FSDPfB3%2FePNN&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,New,N/A,2024-04-01,2024-04-05,No,No,1113679824049268626
Apartment in Paris,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,896 total",https://www.airbnb.com/rooms/665116135095313533?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_N7giiJkfe%2BjWjw2P&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.78 (32),N/A,2024-04-01,2024-04-05,No,No,665116135095313533
Apartment in Paris,N/A,Quiet Apartment République,"€ 1,181 total",https://www.airbnb.com/rooms/45572067?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_8BZ1Mim2e3RMXus2&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.58 (33),N/A,2024-04-01,2024-04-05,No,No,45572067
Apartment in Vanves,N/A,"6 beds
6 beds
3 bedrooms
,
 · 3 bedrooms",€ 639 total,https://www.airbnb.com/rooms/41928807?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_HBWh%2FSLOsRdc%2BcKq&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.75 (12),N/A,2024-04-01,2024-04-05,No,No,41928807
Apartment in Paris,N/A,A Somptuous 3BR/3BA in Montmartre / Sacré Coeur,"€ 1,294 total",https://www.airbnb.com/rooms/1008395867956821649?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_%2B%2FKm1TxJ0ks%2FpPED&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.57 (7),N/A,2024-04-01,2024-04-05,No,No,1008395867956821649
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms",€ 929 total,https://www.airbnb.com/rooms/1064435348830499101?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_lAtKl0hXnWSseb54&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,New,N/A,2024-04-01,2024-04-05,No,No,1064435348830499101
Apartment in Paris,N/A,2 BDR in center of PARIS,"€ 1,869 total",https://www.airbnb.com/rooms/1091902812791822767?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_P%2FyttX9smI5cSuEp&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,New,N/A,2024-04-01,2024-04-05,No,No,1091902812791822767
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,335 total",https://www.airbnb.com/rooms/17730202?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_Wm5glIcsHjk%2FQ6Ta&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.69 (157),N/A,2024-04-01,2024-04-05,No,No,17730202
Apartment in Paris,N/A,Paris by foot - Olympic venues & Expo Park nearby,"€ 3,189 total",https://www.airbnb.com/rooms/39711886?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_WSB7uF4NHIHFxfwf&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.76 (349),N/A,2024-04-01,2024-04-05,No,No,39711886
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,846 total",https://www.airbnb.com/rooms/948470727933914785?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_yJCXHkOBGSG92JpJ&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.88 (16),N/A,2024-04-01,2024-04-05,Yes,No,948470727933914785
Apartment in Paris,N/A,Urban Flat 55 - Atelier Marylin Monroe Flat,"€ 2,191 total",https://www.airbnb.com/rooms/1080231982361266516?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_hWP8nMtdexlvRJeR&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,5.0 (4),N/A,2024-04-01,2024-04-05,No,No,1080231982361266516
Apartment in Paris,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,275 total",https://www.airbnb.com/rooms/968555200591871375?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_tosrauAnelsKMTD4&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.67 (9),N/A,2024-04-01,2024-04-05,No,No,968555200591871375
Apartment in Paris,N/A,Spacious flat near Grands Boulevards 6P,"€ 2,163 total",https://www.airbnb.com/rooms/798414093871489770?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_imGDRlmP7YEa237N&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.24 (17),N/A,2024-04-01,2024-04-05,No,No,798414093871489770
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,874 total",https://www.airbnb.com/rooms/24595821?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_wyisx%2B2ZhvjFxCB0&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.44 (99),N/A,2024-04-01,2024-04-05,No,No,24595821
Apartment in Paris,N/A,Urban Flat 78 - Beautiful 3 Bedroom in Le Marais,"€ 1,222 total",https://www.airbnb.com/rooms/15284896?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_RlYdR%2BhRvRUnQnku&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.54 (237),N/A,2024-04-01,2024-04-05,No,No,15284896
Apartment in Saint-Ouen-sur-Seine,N/A,"6 beds
6 beds
3 bedrooms
,
 · 3 bedrooms",€ 722 total,https://www.airbnb.com/rooms/1097071232167926282?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704187_2ObiUa5cxxH55XNH&previous_page_section_name=1000&federated_search_id=b8ef980c-931c-4154-8528-1cc3ba34e793,2,4.67 (3),N/A,2024-04-01,2024-04-05,No,No,1097071232167926282
Apartment in Paris,N/A,Sweet Inn | Bright 3BR Apt. near Montparnasse,€ 980 total,https://www.airbnb.com/rooms/804904537931520506?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704195_sLykDcX49oOAWLSA&previous_page_section_name=1000&federated_search_id=bbf38dfd-ab01-48db-993f-14cc666f8694,2,4.0 (21),Superhost,2024-04-01,2024-04-05,No,No,804904537931520506
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,298 total",https://www.airbnb.com/rooms/954266287100972161?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704195_7Z8yuK8Lu6JZXrRF&previous_page_section_name=1000&federated_search_id=bbf38dfd-ab01-48db-993f-14cc666f8694,2,4.67 (6),Superhost,2024-04-01,2024-04-05,No,No,954266287100972161
Apartment in Paris,N/A,1581: Luxury property in Paris Olympic 2024,"€ 1,033 total",https://www.airbnb.com/rooms/1039642969570185995?adults=6&check_in=2024-04-01&check_out=2024-04-05&source_impression_id=p3_1711704195_%2BQrpo%2BrJ5SDfNk1m&previous_page_section_name=1000&federated_search_id=bbf38dfd-ab01-48db-993f-14cc666f8694,2,4.33 (3),N/A,2024-04-01,2024-04-05,No,No,1039642969570185995
