Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Paris,N/A,"4 beds
4 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,969 total",https://www.airbnb.com/rooms/1113834373942642526?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_FtcH2Y%2FAvR9Jb3Hq&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,New,N/A,2024-06-07,2024-06-09,No,No,1113834373942642526
Apartment in Paris,N/A,Urban Flat 128 - Art Rock 4bdr Flat near Champs-El,"€ 1,494 total",https://www.airbnb.com/rooms/36557641?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_Op03E5rbVkm9lCsA&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.36 (11),N/A,2024-06-07,2024-06-09,No,No,36557641
Apartment in Noisy-le-Sec,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms",€ 391 total,https://www.airbnb.com/rooms/1008761285411030780?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_3Ua9%2FJdnIAzaihRc&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,New,N/A,2024-06-07,2024-06-09,No,No,1008761285411030780
Apartment in Ivry-sur-Seine,N/A,• The Olympia Suite • Duke Housing,€ 334 total,https://www.airbnb.com/rooms/1116471762585314522?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_5ZPbxkevQlolzKLR&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,New,N/A,2024-06-07,2024-06-09,No,No,1116471762585314522
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,708 total",https://www.airbnb.com/rooms/1120778725711372760?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_5NWz3zQgBOvTI6EB&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,New,N/A,2024-06-07,2024-06-09,No,No,1120778725711372760
Apartment in Paris,N/A,Charming Family apartment - Paris 17th - 5BR/8P,"€ 1,311 total",https://www.airbnb.com/rooms/797027259379660267?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_v7mltaug9g6%2F0Y2U&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.71 (21),N/A,2024-06-07,2024-06-09,No,No,797027259379660267
Apartment in Paris,N/A,"5 beds
5 beds
5 bedrooms
,
 · 5 bedrooms","€ 1,230 total",https://www.airbnb.com/rooms/892844059086520686?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_tFt5g2nF707D68eS&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,New,N/A,2024-06-07,2024-06-09,No,No,892844059086520686
Apartment in Paris,N/A,Family apartment near Paris,"€ 1,865 total",https://www.airbnb.com/rooms/1120152100472971343?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_2KlxrD21Wu3UxdT1&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.77 (183),N/A,2024-06-07,2024-06-09,No,No,1120152100472971343
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,905 total",https://www.airbnb.com/rooms/52890054?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_VAXXjLM4TovGOSDA&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.8 (5),N/A,2024-06-07,2024-06-09,Yes,No,52890054
Apartment in Paris,N/A,"Duplex F4, 3 bedrooms","€ 2,443 total",https://www.airbnb.com/rooms/1000720113343854141?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_zpu8nFnSJhCYfZxq&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.91 (54),N/A,2024-06-07,2024-06-09,No,No,1000720113343854141
Loft in Aubervilliers,N/A,"3 bedrooms
3 bedrooms",€ 828 total,https://www.airbnb.com/rooms/1871675?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_BJKmKdcjTlCUa7%2BG&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.24 (246),N/A,2024-06-07,2024-06-09,No,No,1871675
Condo in Saint-Denis,N/A,Dupleix voisin du Four Season,€ 619 total,https://www.airbnb.com/rooms/19995565?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_qFm%2FcX0pFBfeyXmS&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.17 (23),N/A,2024-06-07,2024-06-09,No,No,19995565
Condo in Asnières-sur-Seine,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 507 total,https://www.airbnb.com/rooms/47385742?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_%2FEbU6YBOWNvBbxc4&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.86 (7),N/A,2024-06-07,2024-06-09,No,No,47385742
Home in Saint-Denis,N/A,Paris super central 3 balconies 5 beds NO bed bugs,€ 565 total,https://www.airbnb.com/rooms/903562621028234194?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_%2BNnwjxcYzs7rP%2F3z&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,4.92 (65),N/A,2024-06-07,2024-06-09,No,No,903562621028234194
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,960 total",https://www.airbnb.com/rooms/53336235?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708929_Lq0X3Kft%2FLHa8rv%2B&previous_page_section_name=1000&federated_search_id=bbdb1baf-d2c7-416d-9294-6a186ff34b34,3,N/A,N/A,2024-06-07,2024-06-09,No,No,53336235
Apartment in Saint-Cloud,N/A,Grand appartement de standing aux portes de Paris,€ 710 total,https://www.airbnb.com/rooms/1120232215329045815?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_MghhbhIcmOuF%2BxQy&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,New,Superhost,2024-06-07,2024-06-09,No,No,1120232215329045815
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 852 total,https://www.airbnb.com/rooms/920148158897400145?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_3rCcUWHUCYGc4ztY&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.67 (3),Guest favorite,2024-06-07,2024-06-09,No,No,920148158897400145
Apartment in Paris,N/A,beautiful 4 room apartment,"€ 2,489 total",https://www.airbnb.com/rooms/1013494781699617002?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_qnwdhiaBA1o%2FVXxc&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.78 (9),Guest favorite,2024-06-07,2024-06-09,No,No,1013494781699617002
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,277 total",https://www.airbnb.com/rooms/761251836086423636?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_5FJNRQyXLVMU8zYR&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,New,Superhost,2024-06-07,2024-06-09,No,No,761251836086423636
Home in Suresnes,N/A,Urban Flat 117 - Charming 3bdr Apartment in Paris,€ 703 total,https://www.airbnb.com/rooms/45828303?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_OmgVnxmacoJdgAnR&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.39 (33),N/A,2024-06-07,2024-06-09,No,No,45828303
Apartment in Paris,N/A,"6 beds
6 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,217 total",https://www.airbnb.com/rooms/751953833448138766?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_NyA1vITnxgnG76H3&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.62 (39),N/A,2024-06-07,2024-06-09,No,No,751953833448138766
Condo in Aubervilliers,N/A,122 - Urban in Montorgueil,€ 639 total,https://www.airbnb.com/rooms/723042731717331750?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_F97915AKOOZbCybo&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,New,N/A,2024-06-07,2024-06-09,No,No,723042731717331750
Home in Arcueil,N/A,"10 beds
10 beds
4 bedrooms
,
 · 4 bedrooms",€ 850 total,https://www.airbnb.com/rooms/1118807667158229335?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_H5dx%2FCO1llYi9tuE&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.92 (25),N/A,2024-06-07,2024-06-09,No,No,1118807667158229335
Apartment in Créteil,N/A,NEW- 4 bedroom family home near Paris,€ 754 total,https://www.airbnb.com/rooms/43674295?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_l3OA%2BX0P6kXHiYWS&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.75 (8),N/A,2024-06-07,2024-06-09,No,No,43674295
Apartment in Paris,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,698 total",https://www.airbnb.com/rooms/998953625406772138?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_J65dj7i6ss32TbEi&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.39 (41),N/A,2024-06-07,2024-06-09,Yes,No,998953625406772138
Apartment in Paris,N/A,Luxury central 3 bedrooms flat Grands Boulevards,"€ 3,275 total",https://www.airbnb.com/rooms/691356660999476888?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_N8u2S0RqlcKrE96w&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,5.0 (9),N/A,2024-06-07,2024-06-09,No,No,691356660999476888
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,204 total",https://www.airbnb.com/rooms/1066468569851823176?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_vZ8BoePK%2BYTu90Tc&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,5.0 (18),N/A,2024-06-07,2024-06-09,No,No,1066468569851823176
Apartment in Paris,N/A,"Beautiful apartment, 5 minutes from the metro near Paris","€ 1,918 total",https://www.airbnb.com/rooms/757962430951474845?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_p%2FwtN2tHYQ9nOIxY&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.91 (75),N/A,2024-06-07,2024-06-09,No,No,757962430951474845
Apartment in Charenton-le-Pont,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,267 total",https://www.airbnb.com/rooms/708044274016837401?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_V8oh0OIH4SmO6tAR&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.33 (49),N/A,2024-06-07,2024-06-09,No,No,708044274016837401
Home in Saint-Ouen,N/A,Stylish home,€ 905 total,https://www.airbnb.com/rooms/32436536?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_Csa7l10Zypd6UzqI&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,4.63 (81),N/A,2024-06-07,2024-06-09,No,No,32436536
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,217 total",https://www.airbnb.com/rooms/691021433311959873?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_ul0xTqSBYxo7lPki&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,N/A,N/A,2024-06-07,2024-06-09,No,No,691021433311959873
Apartment in Paris,N/A,Paris & Disneyland 30 min. Free parking & Metro 8,"€ 2,080 total",https://www.airbnb.com/rooms/571018075508565640?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_04jSpWi1I7IPOV1M&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,N/A,N/A,2024-06-07,2024-06-09,No,No,571018075508565640
Home in Montreuil,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms",€ 724 total,https://www.airbnb.com/rooms/1027526928772314825?adults=8&check_in=2024-06-07&check_out=2024-06-09&source_impression_id=p3_1711708936_fZAJWnjNtluDI4DK&previous_page_section_name=1000&federated_search_id=da76e844-28ce-4f79-8249-f504b187310d,3,N/A,N/A,2024-06-07,2024-06-09,No,No,1027526928772314825
