Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Home in Opéra,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 2,157 total",https://www.airbnb.com/rooms/1013715584725429651?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714178_xgkA3zKLqsP2Da03&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,5.0 (7),Sep 1 – 6,2024-09-02,2024-09-06,No,No,1013715584725429651
Place to stay in Temple,N/A,Marais Artistic Workshop,"€ 3,867 total",https://www.airbnb.com/rooms/955650600776958123?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714178_b2pfT8jvSYrjyqQv&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.62 (34),N/A,2024-09-02,2024-09-06,No,No,955650600776958123
Condo in Opéra,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 3,247 total",https://www.airbnb.com/rooms/43079986?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714178_rBsSpAudY8twBBWl&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.73 (164),N/A,2024-09-02,2024-09-06,No,No,43079986
Apartment in Opéra,N/A,Little Parisian house in Montmartre (backyard),"€ 11,972 total",https://www.airbnb.com/rooms/13670403?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_P6zggK2cx4cQecsn&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.95 (22),N/A,2024-09-02,2024-09-06,Yes,No,13670403
Apartment in Paris,N/A,"1 mile to Porte de La Chapelle Arena
1 mile to Porte de La Chapelle Arena","€ 14,332 total",https://www.airbnb.com/rooms/932607956634548337?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_4jGAiV%2BApnNwa%2B2v&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.72 (67),N/A,2024-09-02,2024-09-06,Yes,No,932607956634548337
Apartment in Opéra,N/A,"Lovely Loft in Louvre , Palais Royal area","€ 4,309 total",https://www.airbnb.com/rooms/30494526?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_%2FRPbn5glz3%2FhDap4&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.97 (151),N/A,2024-09-02,2024-09-06,Yes,No,30494526
Apartment in Opéra,N/A,"1 mile to Pont Alexandre III
1 mile to Pont Alexandre III","€ 5,952 total",https://www.airbnb.com/rooms/41339814?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_HhShOd7g3Wwl3aLB&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.77 (124),N/A,2024-09-02,2024-09-06,No,No,41339814
Apartment in Temple,N/A,Beautiful Appartment w/ AC in Grands Boulevards,"€ 6,639 total",https://www.airbnb.com/rooms/44142577?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_%2B%2FhX2kQ1fpKacK0k&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,4.83 (129),N/A,2024-09-02,2024-09-06,No,No,44142577
Apartment in Les Halles,N/A,"1 mile to Grand Palais
1 mile to Grand Palais","€ 3,751 total",https://www.airbnb.com/rooms/28265460?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1711714179_4PmhhGwbaxua9uVY&previous_page_section_name=1000&federated_search_id=9936b4e5-4e98-4566-9b58-bb9384a380e5,2,N/A,N/A,2024-09-02,2024-09-06,No,No,28265460
Apartment in Bonne-Nouvelle,N/A,Superb and new apartment in the Center of Paris,"€ 3,834 total",https://www.airbnb.com/rooms/1096276964031121612?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_rJK%2B1kS9Ti9BRelO&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,New,Guest favorite,2024-09-02,2024-09-06,No,No,1096276964031121612
Apartment in Bonne-Nouvelle,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 2,120 total",https://www.airbnb.com/rooms/32745619?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_ywzB2bjIwayeQVLy&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.8 (342),Superhost,2024-09-02,2024-09-06,No,No,32745619
Condo in Paris,N/A,Paris Center /Montorgueil VERY LOVELY FLAT,"€ 2,142 total",https://www.airbnb.com/rooms/46374410?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_sG5ODHmABHBw%2BHeH&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.68 (221),Guest favorite,2024-09-02,2024-09-06,No,No,46374410
Apartment in Les Halles,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 2,236 total",https://www.airbnb.com/rooms/47965296?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_Vp5pm9lCmxeMZgfN&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.95 (208),Guest favorite,2024-09-02,2024-09-06,No,No,47965296
Apartment in Temple,N/A,"Nice apartment 6P / Gare de l'Est, Saint-Martin","€ 3,294 total",https://www.airbnb.com/rooms/701658963698372565?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_EzOqeRXv2DDUu9vP&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.82 (72),Guest favorite,2024-09-02,2024-09-06,No,No,701658963698372565
Apartment in Temple,N/A,"2 miles to Porte de La Chapelle Arena
2 miles to Porte de La Chapelle Arena","€ 4,452 total",https://www.airbnb.com/rooms/8136227?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_3ptp0QluoXRMUDSn&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.92 (177),Superhost,2024-09-02,2024-09-06,Yes,No,8136227
Apartment in Palais-Royal,N/A,Paris architecture flat Montorgueil/Seine River-AC,"€ 3,039 total",https://www.airbnb.com/rooms/573242429250599167?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_xZ9QtG4p7wGdziL1&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.88 (121),Guest favorite,2024-09-02,2024-09-06,Yes,No,573242429250599167
Apartment in Temple,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 3,867 total",https://www.airbnb.com/rooms/955560116678077953?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_4hkE12rJNUTA%2FX31&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,5.0 (5),Guest favorite,2024-09-02,2024-09-06,No,No,955560116678077953
Apartment in Bonne-Nouvelle,N/A,Family courtyard apartment - in the heart of Paris,"€ 4,252 total",https://www.airbnb.com/rooms/773052174164998718?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_hDXvOyF6tXWAbWvg&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.98 (54),Superhost,2024-09-02,2024-09-06,Yes,No,773052174164998718
Apartment in Bonne-Nouvelle,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 7,022 total",https://www.airbnb.com/rooms/15658427?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_DSTzSoheWYunswBJ&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.94 (64),Guest favorite,2024-09-02,2024-09-06,No,No,15658427
Apartment in Temple,N/A,Marais loft - 4 bedrooms,"€ 3,195 total",https://www.airbnb.com/rooms/999247335286273968?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_iFfxJcd4sDJN03qW&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.97 (31),Guest favorite,2024-09-02,2024-09-06,No,No,999247335286273968
Apartment in Place Vendôme,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 5,124 total",https://www.airbnb.com/rooms/675011551505488442?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_RpqxWBcOkABQF3GB&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.91 (211),Superhost,2024-09-02,2024-09-06,No,No,675011551505488442
Apartment in Opéra,N/A,Stunning Louvre & Opera - 2BDR,"€ 3,269 total",https://www.airbnb.com/rooms/46308484?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_x5b%2BB30BFh8zaHY9&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.62 (61),N/A,2024-09-02,2024-09-06,Yes,No,46308484
Apartment in Bonne-Nouvelle,N/A,"1 mile to Pont Alexandre III
1 mile to Pont Alexandre III","€ 3,480 total",https://www.airbnb.com/rooms/777489341031566750?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_jmGF898%2BonzQxROp&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.89 (527),N/A,2024-09-02,2024-09-06,No,No,777489341031566750
Apartment in Paris,N/A,"Trendy & design ""center Paris"" 4 bedrooms 2 baths","€ 4,491 total",https://www.airbnb.com/rooms/42870861?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_VVLZ3%2FwNEdBSpCMN&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.9 (10),N/A,2024-09-02,2024-09-06,No,Yes,42870861
Apartment in Temple,N/A,"2 miles to Porte de La Chapelle Arena
2 miles to Porte de La Chapelle Arena","€ 2,178 total",https://www.airbnb.com/rooms/2005815?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_1fuRoxWiQdcFjHOw&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,4.89 (88),N/A,2024-09-02,2024-09-06,No,No,2005815
Apartment in Opéra,N/A,Grandiose apartment in the heart of Paris.,"€ 1,532 total",https://www.airbnb.com/rooms/946386024791380541?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_Lxyfe1YDSsusDI%2F9&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,N/A,N/A,2024-09-02,2024-09-06,No,No,946386024791380541
Apartment in Folie-Méricourt,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 2,195 total",https://www.airbnb.com/rooms/774520288635884228?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714183_DqV%2Foeacjxm5DWAm&previous_page_section_name=1000&federated_search_id=feff1105-bebb-497e-a914-05d5f7d85532,2,N/A,N/A,2024-09-02,2024-09-06,No,No,774520288635884228
Apartment in Paris,N/A,Apartment in Montmartre with a view,"€ 2,491 total",https://www.airbnb.com/rooms/887337652259856435?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_XG3DA9SILfqe1FX1&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,5.0 (24),Guest favorite,2024-09-02,2024-09-06,No,No,887337652259856435
Apartment in Paris,N/A,"1 mile to Porte de La Chapelle Arena
1 mile to Porte de La Chapelle Arena","€ 3,651 total",https://www.airbnb.com/rooms/41574523?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_U%2BGAHHC4nR8HVRST&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.94 (240),Guest favorite,2024-09-02,2024-09-06,No,Yes,41574523
Home in Paris,N/A,LivinParis | Luxury 3 Bedrooms Opera I,"€ 2,120 total",https://www.airbnb.com/rooms/1081860387135257913?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_g5V82tfd0A%2B1CH1w&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,New,Superhost,2024-09-02,2024-09-06,No,No,1081860387135257913
Apartment in Paris,N/A,"2 miles to Grand Palais
2 miles to Grand Palais","€ 5,526 total",https://www.airbnb.com/rooms/1079553674758463661?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_xhvMqGP5x5pidqFt&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,New,Guest favorite,2024-09-02,2024-09-06,No,No,1079553674758463661
Apartment in Malakoff,N/A,The Pianist - House/Loft - Heart of Montparnasse,"€ 1,000 total",https://www.airbnb.com/rooms/33133284?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_zmY96JcSD9s8%2FLY1&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.89 (378),Guest favorite,2024-09-02,2024-09-06,No,No,33133284
Apartment in Paris,N/A,"1 mile to Invalides
1 mile to Invalides","€ 3,937 total",https://www.airbnb.com/rooms/49399642?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_OXK5tlN52jmam4Rx&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,5.0 (8),Guest favorite,2024-09-02,2024-09-06,No,No,49399642
Apartment in Paris,N/A,Sumptuous apartment Louvre Museum/Palais Royal,"€ 2,816 total",https://www.airbnb.com/rooms/12640281?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_s9G7UkT3SAKRcReQ&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.98 (87),Guest favorite,2024-09-02,2024-09-06,No,No,12640281
Loft in Paris,N/A,"1 mile to Grand Palais
1 mile to Grand Palais","€ 3,261 total",https://www.airbnb.com/rooms/42698018?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_muHFihn5%2FcBqbfNE&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.95 (104),Superhost,2024-09-02,2024-09-06,No,No,42698018
Condo in Paris,N/A,Malakoff Grand apartment a few steps of Paris,"€ 2,805 total",https://www.airbnb.com/rooms/34165773?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_snC1zfa9dQkziz9K&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.49 (105),Superhost,2024-09-02,2024-09-06,No,No,34165773
Apartment in Paris,N/A,"1 mile to South Paris Arena
1 mile to South Paris Arena","€ 3,071 total",https://www.airbnb.com/rooms/649811895643646700?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_FajSw4tgj7R2Epr0&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.68 (107),Superhost,2024-09-02,2024-09-06,No,No,649811895643646700
Loft in Paris,N/A,Marais 4 Bedrooms New apartment,"€ 1,988 total",https://www.airbnb.com/rooms/40178284?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_51VESz2abEkFITdl&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.85 (218),Guest favorite,2024-09-02,2024-09-06,No,No,40178284
Apartment in Paris,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 5,613 total",https://www.airbnb.com/rooms/1086970514019174696?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_fvRgYTA1awG2QRg2&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,New,N/A,2024-09-02,2024-09-06,No,No,1086970514019174696
Apartment in Le Kremlin-Bicêtre,N/A,Comfortable family apartement at Montorgueil 120m2,"€ 1,588 total",https://www.airbnb.com/rooms/1097616974520895496?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_docp9IJ%2FWF%2BixPjn&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,New,N/A,2024-09-02,2024-09-06,No,No,1097616974520895496
Apartment in Paris,N/A,"2 miles to Grand Palais
2 miles to Grand Palais","€ 3,862 total",https://www.airbnb.com/rooms/1097620132932768224?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_%2FsRq0zGhcDFPHxpI&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,New,N/A,2024-09-02,2024-09-06,No,No,1097620132932768224
Apartment in Paris,N/A,Family perfect : Big and quiet loft with AC !,"€ 3,579 total",https://www.airbnb.com/rooms/858013771449803961?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_YrLgnKsEnH5CFtUV&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.91 (22),N/A,2024-09-02,2024-09-06,Yes,No,858013771449803961
Guesthouse in Paris,N/A,"2 miles to Invalides
2 miles to Invalides","€ 2,012 total",https://www.airbnb.com/rooms/4489855?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_ommFaISGk8yKK%2FEX&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.69 (215),N/A,2024-09-02,2024-09-06,No,No,4489855
Apartment in Paris,N/A,RD1 Blue Nights Apartment,"€ 3,134 total",https://www.airbnb.com/rooms/44441869?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_9qZWlddPHPwmSlQg&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.9 (132),N/A,2024-09-02,2024-09-06,Yes,No,44441869
Apartment in Paris,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 2,318 total",https://www.airbnb.com/rooms/985967169694325709?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714191_kcra7C05bM3tCWt7&previous_page_section_name=1000&federated_search_id=195b694f-752c-4214-a806-f5e95ab42ebc,2,4.89 (9),N/A,2024-09-02,2024-09-06,No,No,985967169694325709
Apartment in Paris,N/A,LivinParis | NEW Luxury A/C 3 Bedrooms Le Louvre I,"€ 4,491 total",https://www.airbnb.com/rooms/1068759626559812433?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714198_IY6aE739GFPGrE2h&previous_page_section_name=1000&federated_search_id=cc373a3b-4c15-499c-a75b-d1554a65afb8,2,5.0 (3),Superhost,2024-09-02,2024-09-06,No,Yes,1068759626559812433
Apartment in Temple,N/A,"1 mile to Grand Palais
1 mile to Grand Palais","€ 3,487 total",https://www.airbnb.com/rooms/706188427189064554?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714198_w6FN%2FZ75uLQ4MDR4&previous_page_section_name=1000&federated_search_id=cc373a3b-4c15-499c-a75b-d1554a65afb8,2,4.66 (79),Guest favorite,2024-09-02,2024-09-06,No,No,706188427189064554
Apartment in Place Vendôme,N/A,Beautiful upscale duplex @ Montorgueil,"€ 3,327 total",https://www.airbnb.com/rooms/52312712?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714198_EQDGY6EUYSIvINEi&previous_page_section_name=1000&federated_search_id=cc373a3b-4c15-499c-a75b-d1554a65afb8,2,5.0 (16),Guest favorite,2024-09-02,2024-09-06,No,No,52312712
Apartment in Opéra,N/A,"2 miles to Pont Alexandre III
2 miles to Pont Alexandre III","€ 4,594 total",https://www.airbnb.com/rooms/922890445850033279?adults=6&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1711714198_TPHmp5VVcytVuqEf&previous_page_section_name=1000&federated_search_id=cc373a3b-4c15-499c-a75b-d1554a65afb8,2,4.67 (151),Guest favorite,2024-09-02,2024-09-06,No,No,922890445850033279
